title,pdf_url,arxiv_url,code_available,code_url
"CLIP-RestoreX: Restore Image Structure and Perception in Exposure Correction",,,no,
"DAMPER: A Dual-Stage Medical Report Generation Framework with Coarse-Grained MeSH Alignment and Fine-Grained Hypergraph Matching",,,no,
"Towards a Multimodal Large Language Model with Pixel-Level Insight for Biomedicine",,,no,
"PSReg: Prior-guided Sparse Mixture of Experts for Point Cloud Registration",,,no,
"Medical MLLM Is Vulnerable: Cross-Modality Jailbreak and Mismatched Attacks on Medical Multimodal Large Language Models",,,maybe,
"L4DR: LiDAR-4DRadar Fusion for Weather-Robust 3D Object Detection",,,no,
"Zero-Shot Low-Light Image Enhancement via Latent Diffusion Models",,,no,
"Distilling Knowledge from Heterogeneous Architectures for Semantic Segmentation",,,no,
"SeFAR: Semi-supervised Fine-grained Action Recognition with Temporal Perturbation and Learning Stabilization",,,no,
"PoseMamba: Monocular 3D Human Pose Estimation with Bidirectional Global-Local Spatio-Temporal State Space Model",,,no,
"Generative Medical Segmentation",,,maybe,
"EGSRAL:An Enhanced 3D Gaussian Splatting Based Renderer with Automated Labeling for Large-Scale Driving Scene",,,no,
"High-Resolution Frame Interpolation with Patch-based Cascaded Diffusion",,,no,
"Zero-shot Depth Completion via Test-time Alignment with Affine-invariant Depth Prior",,,no,
"VG-TVP: Multimodal Procedural Planning via Visually Grounded Text-Video Prompting",,,no,
"QORT-Former: Query-optimized Real-time Transformer for Understanding Two Hands Manipulating Objects",,,no,
"Every Component Counts: Rethinking the Measure of Success for Medical Semantic Segmentation in Multi-Instance Segmentation Tasks",,,no,
"Game4Loc: A UAV Geo-Localization Benchmark from Game Data",,,no,
"FastLGS: Speeding Up Language Embedded Gaussians with Feature Grid Mapping",,,no,
"ContextHOI: Spatial Context Learning for Human-Object Interaction Detection",,,no,
"Orchestrating the Symphony of Prompt Distribution Learning for Human-Object Interaction Detection",,,no,
"Doubly Contrastive Learning for Source-Free Domain Adaptive Person Search",,,no,
"DesignEdit: Unify Spatial-Aware Image Editing via Training-free Inpainting with a Multi-Layered Latent Diffusion Framework",,,no,
"FlexiTex: Enhancing Texture Generation via Visual Guidance",,,no,
"Granularity-Adaptive Spatial Evidence Tokenization for Video Question Answering",,,maybe,
"ARNet: Self-Supervised FG-SBIR with Unified Sample Feature Alignment and Multi-Scale Token Recycling",,,no,
"RRT-MVS: Recurrent Regularization Transformer for Multi-View Stereo",,,no,
"SCCS: Deep Neural Spectral Clustering for Self-Supervised Subcellular Structure Segmentation",,,maybe,
"PixelMan: Consistent Object Editing with Diffusion Models via Pixel Manipulation and Generation",,,no,
"Restabilizing Diffusion Models with Predictive Noise Fusion Strategy for Image Super-Resolution",,,no,
"LATTE: Improving Latex Recognition for Tables and Formulae with Iterative Refinement",,,no,
"Move and Act: Enhanced Object Manipulation and Background Integrity for Image Editing",,,no,
"Energy-Guided Optimization for Personalized Image Editing with Pretrained Text-to-Image Diffusion Models",,,no,
"Query Quantized Neural SLAM",,,no,
"Sensing Surface Patches in Volume Rendering for Inferring Signed Distance Functions",,,no,
"What Kind of Visual Tokens Do We Need? Training-Free Visual Token Pruning for Multi-Modal Large Language Models from the Perspective of Graph",,,no,
"Weighted Poisson-disk Resampling on Large-Scale Point Clouds",,,no,
"SpatioTemporal Learning for Human Pose Estimation in Sparsely-Labeled Videos",,,no,
"Optimizing Human Pose Estimation Through Focused Human and Joint Regions",,,no,
"Visual Prompting Upgrades Neural Network Sparsification: A Data-Model Perspective",,,no,
"Exploring More from Multiple Gait Modalities for Human Identification",,,no,
"LogicAD: Explainable Anomaly Detection via VLM-based Text Feature Extraction",,,no,
"Pedestrian Attribute Recognition: A New Benchmark Dataset and a Large Language Model Augmented Framework",,,no,
"A Method for Enhancing Generalization of Adam by Multiple Integrations",,,no,
"Constructing Fair Latent Space for Intersection of Fairness and Explainability",,,no,
"Bridging the Semantic Granularity Gap Between Text and Frame Representations for Partially Relevant Video Retrieval",,,maybe,
"Event-Enhanced Blurry Video Super-Resolution",,,no,
"NeSyCoCo: A Neuro-Symbolic Concept Composer for Compositional Generalization",,,no,
"Exploring Enhanced Contextual Information for Video-Level Object Tracking",,,no,
"CodecNeRF: Toward Fast Encoding and Decoding; Compact; and High-quality Novel-view Synthesis",,,maybe,
"C2PD: Continuity-Constrained Pixelwise Deformation for Guided Depth Super-Resolution",,,no,
"DiffusionREC: Diffusion Model with Adaptive Condition for Referring Expression Comprehension",,,maybe,
"Learning to Prompt with Text Only Supervision for Vision-Language Models",,,no,
"PLATYPUS: Progressive Local Surface Estimator for Arbitrary-Scale Point Cloud Upsampling",,,no,
"Generalized Zero-Shot Learning for Point Cloud Segmentation with Evidence-Based Dynamic Calibration",,,no,
"APR-RD: Complemental Two Steps for Self-Supervised Real Image Denoising",,,no,
"Prediction-Feedback DETR for Temporal Action Detection",,,no,
"DEEPTalk: Dynamic Emotion Embedding for Probabilistic Speech-Driven 3D Face Animation",,,maybe,
"ProtoOcc: Accurate; Efficient 3D Occupancy Prediction Using Dual Branch Encoder-Prototype Query Decoder",,,no,
"HiCM²: Hierarchical Compact Memory Modeling for Dense Video Captioning",,,no,
"MoDiTalker: Motion-Disentangled Diffusion Model for High-Fidelity Talking Head Generation",,,no,
"TSDF-Based Efficient Motion-Compensated Temporal Interpolation for 3D Dynamic Sequences",,,no,
"ViPCap: Retrieval Text-Based Visual Prompts for Lightweight Image Captioning",,,no,
"Multi-Modal Grounded Planning and Efficient Replanning for Learning Embodied Agents with a Few Examples",,,maybe,
"DiffuseHigh: Training-Free Progressive High-Resolution Image Synthesis Through Structure Guidance",,,no,
"SatCLIP: Global; General-Purpose Location Embeddings with Satellite Imagery",,,no,
"Sequence Matters: Harnessing Video Models in 3D Super-Resolution",,,no,
"UniDet3D: Multi-dataset Indoor 3D Object Detection",,,no,
"Efficient Gaussian Splatting for Monocular Dynamic Scene Rendering via Sparse Time-Variant Attribute Modeling",,,no,
"Do Not DeepFake Me: Privacy-Preserving Neural 3D Head Reconstruction Without Sensitive Images",,,no,
"Real-Time Neural Denoising with Render-Aware Knowledge Distillation",,,no,
"MHBench: Demystifying Motion Hallucination in VideoLLMs",,,no,
"COLUMBUS: Evaluating COgnitive Lateral Understanding Through Multiple-Choice reBUSes",,,no,
"Stable Mean Teacher for Semi-supervised Video Action Detection",,,no,
"A Unified Degradation-Robust Approach to SSL and UDA for 3D Medical Images",,,no,
"SAFIRE: Segment Any Forged Image Region",,,no,
"Mind the Uncertainty in Human Disagreement: Evaluating Discrepancies Between Model Predictions and Human Responses in VQA",,,no,
"Exploiting Diffusion Prior for Real-World Image Dehazing with Unpaired Training",,,no,
"Color Transfer with Modulated Flows",,,maybe,
"Progressive Multi-granular Alignments for Grounded Reasoning in Large Vision-Language Models",,,no,
"Multispectral Pedestrian Detection with Sparsely Annotated Label",,,no,
"Rethinking Open-Vocabulary Segmentation of Radiance Fields in 3D Space",,,no,
"VidChain: Chain-of-Tasks with Metric-based Direct Preference Optimization for Dense Video Captioning",,,no,
"NBA3D: Neighbor-Based Confidence Adjustment for 3D Rare Object Detection Using LiDAR",,,no,
"Navigating Label Ambiguity for Facial Expression Recognition in the Wild",,,no,
"Video Diffusion Models Are Strong Video Inpainter",,,no,
"MAMS: Model-Agnostic Module Selection Framework for Video Captioning",,,no,
"Enabling Region-Specific Control via Lassos in Point-Based Colorization",,,no,
"Diverse Rare Sample Generation with Pretrained GANs",,,no,
"Concept Matching with Agent for Out-of-Distribution Detection",,,no,
"ConDSeg: A General Medical Image Segmentation Framework via Contrast-Driven Feature Enhancement",,,maybe,
"FNIN: A Fourier Neural Operator-based Numerical Integration Network for Surface-from-gradients",,,no,
"Bridging Knowledge Gap Between Image Inpainting and Large-Area Visible Watermark Removal",,,maybe,
"KDAT: Inherent Adversarial Robustness via Knowledge Distillation with Adversarial Tuning for Object Detection Models",,,no,
"Disentangled Motion Modeling for Video Frame Interpolation",,,no,
"Tri-Ergon: Fine-Grained Video-to-Audio Generation with Multi-Modal Conditions and LUFS Control",,,no,
"StyO: Stylize Your Face in Only One-Shot",,,no,
"FEAST-Mamba: FEAture and SpaTial Aware Mamba Network with Bidirectional Orthogonal Fusion for Cross-Modal Point Cloud Segmentation",,,no,
"RemDet: Rethinking Efficient Model Design for UAV Object Detection",,,no,
"U-KAN Makes Strong Backbone for Medical Image Segmentation and Generation",,,no,
"Consistency of Compositional Generalization Across Multiple Levels",,,no,
"An Efficient Framework for Enhancing Discriminative Models via Diffusion Techniques",,,no,
"CALLIC: Content Adaptive Learning for Lossless Image Compression",,,no,
"Cascaded Diffusion Models for Virtual Try-On: Improving Control and Resolution",,,no,
"HomeDiffusion: Zero-Shot Object Customization with Multi-View Representation Learning for Indoor Scenes",,,no,
"VEGAS: Towards Visually Explainable and Grounded Artificial Social Intelligence",,,no,
"AIF-SFDA: Autonomous Information Filter Driven Source-Free Domain Adaptation for Medical Image Segmentation",,,no,
"BSAFusion: A Bidirectional Stepwise Feature Alignment Network for Unaligned Medical Image Fusion",,,no,
"Prompt-SID: Learning Structural Representation Prompt via Latent Diffusion for Single Image Denoising",,,no,
"M²RL-Net: Multi-View and Multi-Level Relation Learning Network for Weakly-Supervised Image Forgery Detection",,,no,
"MaskViM: Domain Generalized Semantic Segmentation with State Space Models",,,no,
"Block-Based Multi-Scale Image Rescaling",,,no,
"A²RNet: Adversarial Attack Resilient Network for Robust Infrared and Visible Image Fusion",,,no,
"Lightweight Contrastive Distilled Hashing for Online Cross-modal Retrieval",,,no,
"Rethinking Transformer-Based Blind-Spot Network for Self-Supervised Image Denoising",,,no,
"FD2-Net: Frequency-Driven Feature Decomposition Network for Infrared-Visible Object Detection",,,no,
"Know Where You Are From: Event-Based Segmentation via Spatio-Temporal Propagation",,,no,
"Prototypical Calibrating Ambiguous Samples for Micro-Action Recognition",,,no,
"MergeNet: Knowledge Migration Across Heterogeneous Models; Tasks; and Modalities",,,no,
"Multi-View 3D Human Pose Estimation with Weakly Synchronized Images",,,no,
"Similar Modality Enhancement and Action Consistency Learning for Weakly Supervised Temporal Action Localization",,,no,
"Multimodal Hypothetical Summary for Retrieval-based Multi-image Question Answering",,,no,
"REGNav: Room Expert Guided Image-Goal Navigation",,,no,
"Revisiting CAD Model Generation by Learning Raster Sketch",,,no,
"Temporal Action Localization with Cross Layer Task Decoupling and Refinement",,,yes,https://github.com/LiQiang0307/CLTDR-GMG
"Region-aware Difference Distilling with Attribute-guided Contrastive Regularization for Change Captioning",,,no,
"Enhancing Generalizability via Utilization of Unlabeled Data for Occupancy Perception",,,no,
"SyncNoise: Geometrically Consistent Noise Prediction for Instruction-based 3D Editing",,,no,
"A Compact Implicit Neural Representation for Efficient Storage of Massive 4D Functional Magnetic Resonance Imaging",,,no,
"Unsupervised Photometric-Consistent Depth Estimation from Endoscopic Monocular Video",,,no,
"DigitalLLaVA: Incorporating Digital Cognition Capability for Physical World Comprehension in Multimodal LLMs",,,no,
"AIM: Additional Image Guided Generation of Transferable Adversarial Attacks",,,no,
"Generative Planning with 3D-Vision Language Pre-training for End-to-End Autonomous Driving",,,no,
"Hyperbolic-Constraint Point Cloud Reconstruction from Single RGB-D Images",,,no,
"Towards Realistic Semi-supervised Medical Image Classification",,,no,
"Transferable Adversarial Face Attack with Text Controlled Attribute",,,no,
"MambaLCT: Boosting Tracking via Long-term Context State Space Model",,,no,
"PersonaMagic: Stage-Regulated High-Fidelity Face Customization with Tandem Equilibrium",,,no,
"Feature Denoising Diffusion Model for Blind Image Quality Assessment",,,no,
"Mamba-CAD: State Space Model for 3D Computer-Aided Design Generative Modeling",,,no,
"StructSR: Refuse Spurious Details in Real-World Image Super-Resolution",,,no,
"Image Conductor: Precision Control for Interactive Video Synthesis",,,no,
"Text and Image Are Mutually Beneficial: Enhancing Training-Free Few-Shot Classification with CLIP",,,no,
"RCTrans: Radar-Camera Transformer via Radar Densifier and Sequential Decoder for 3D Object Detection",,,no,
"Micro-macro Wavelet-based Gaussian Splatting for 3D Reconstruction from Unconstrained Images",,,no,
"DAPoinTr: Domain Adaptive Point Transformer for Point Cloud Completion",,,no,
"Patch-level Sounding Object Tracking for Audio-Visual Question Answering",,,no,
"Sparse Transfer Learning Accelerates and Enhances Certified Robustness: A Comprehensive Study",,,no,
"Pamba: Enhancing Global Interaction in Point Clouds via State Space Model",,,no,
"ENCODER: Entity Mining and Modification Relation Binding for Composed Image Retrieval",,,no,
"ProsodyTalker: 3D Visual Speech Animation via Prosody Decomposition",,,maybe,
"Exploring the Potential of Large Vision-Language Models for Unsupervised Text-Based Person Retrieval",,,no,
"VidEvent: A Large Dataset for Understanding Dynamic Evolution of Events in Videos",,,no,
"Semantic-guided Masked Mutual Learning for Multi-modal Brain Tumor Segmentation with Arbitrary Missing Modalities",,,no,
"Look Inside for More: Internal Spatial Modality Perception for 3D Anomaly Detection",,,maybe,
"Skip Mamba Diffusion for Monocular 3D Semantic Scene Completion",,,no,
"DriveEditor: A Unified 3D Information-Guided Framework for Controllable Object Editing in Driving Scenes",,,no,
"S-INF: Towards Realistic Indoor Scene Synthesis via Scene Implicit Neural Field",,,no,
"ViG: Linear-complexity Visual Sequence Learning with Gated Linear Attention",,,no,
